Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      15/57          std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [156]
                0.00    0.00      33/57          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [75]
[27]     0.0    0.00    0.00      57         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [27]
-----------------------------------------------
                0.00    0.00      54/54          void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [102]
[28]     0.0    0.00    0.00      54         std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [28]
-----------------------------------------------
                0.00    0.00       1/53          std::_Function_base::_Base_manager<Timer::Timer(std::function<void (long long)>)::{default arg#1}::{lambda(long long)#1}>::_M_init_functor(std::_Any_data&, {lambda(long long)#1}&&, std::integral_constant<bool, true>) [211]
                0.00    0.00       1/53          std::_Function_base::_Base_manager<Timer::Timer(std::function<void (long long)>)::{default arg#1}::{lambda(long long)#1}>::_M_clone(std::_Any_data&, std::_Function_base::_Base_manager<Timer::Timer(std::function<void (long long)>)::{default arg#1}::{lambda(long long)#1}> const&, std::integral_constant<bool, true>) [210]
                0.00    0.00       9/53          _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [119]
                0.00    0.00       9/53          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [133]
                0.00    0.00      15/53          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [109]
                0.00    0.00      18/53          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [82]
[29]     0.0    0.00    0.00      53         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00      24/48          std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00      24/48          std::vector<int, std::allocator<int> >::end() const [64]
[30]     0.0    0.00    0.00      48         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [30]
-----------------------------------------------
                0.00    0.00      48/48          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [33]
[31]     0.0    0.00    0.00      48         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00      48/48          std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [34]
[32]     0.0    0.00    0.00      48         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
-----------------------------------------------
                0.00    0.00      48/48          std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [35]
[33]     0.0    0.00    0.00      48         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [33]
                0.00    0.00      48/48          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00      48/48          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[34]     0.0    0.00    0.00      48         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [34]
                0.00    0.00      48/48          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
-----------------------------------------------
                0.00    0.00      48/48          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[35]     0.0    0.00    0.00      48         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [35]
                0.00    0.00      48/48          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [33]
-----------------------------------------------
                0.00    0.00      45/45          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [39]
[36]     0.0    0.00    0.00      45         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [36]
-----------------------------------------------
                0.00    0.00      45/45          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
[37]     0.0    0.00    0.00      45         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [37]
                0.00    0.00      45/81          __gnu_cxx::new_allocator<int>::max_size() const [13]
-----------------------------------------------
                0.00    0.00      18/45          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [91]
                0.00    0.00      27/45          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
[38]     0.0    0.00    0.00      45         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
                0.00    0.00      45/45          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
-----------------------------------------------
                0.00    0.00      45/45          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [24]
[39]     0.0    0.00    0.00      45         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [39]
                0.00    0.00      45/45          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [36]
-----------------------------------------------
                0.00    0.00      45/45          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
[40]     0.0    0.00    0.00      45         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
                0.00    0.00      45/45          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [37]
-----------------------------------------------
                0.00    0.00       5/43          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [157]
                0.00    0.00       6/43          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [167]
                0.00    0.00      14/43          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [117]
                0.00    0.00      18/43          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_emplace_back_aux<std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> > const&) [130]
[41]     0.0    0.00    0.00      43         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [41]
-----------------------------------------------
                0.00    0.00      42/42          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [43]
[42]     0.0    0.00    0.00      42         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00      42/69          std::allocator<int>::~allocator() [19]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::~vector() [44]
[43]     0.0    0.00    0.00      42         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [43]
                0.00    0.00      42/42          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00      42/60          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [24]
-----------------------------------------------
                0.00    0.00       3/42          computeMult(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >) [202]
                0.00    0.00       6/42          initializeMatrix(int) [181]
                0.00    0.00      33/42          void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [55]
[44]     0.0    0.00    0.00      42         std::vector<int, std::allocator<int> >::~vector() [44]
                0.00    0.00      42/114         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [11]
                0.00    0.00      42/42          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [43]
                0.00    0.00      42/60          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [26]
-----------------------------------------------
                0.00    0.00       9/42          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [128]
                0.00    0.00       9/42          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_emplace_back_aux<std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> > const&) [130]
                0.00    0.00       9/42          _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [119]
                0.00    0.00      15/42          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [109]
[45]     0.0    0.00    0.00      42         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [45]
-----------------------------------------------
                0.00    0.00      40/40          bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [81]
[46]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [46]
-----------------------------------------------
                0.00    0.00      36/36          bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [103]
[47]     0.0    0.00    0.00      36         std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [47]
-----------------------------------------------
                0.00    0.00      36/36          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [50]
[48]     0.0    0.00    0.00      36         std::move_iterator<int*>::base() const [48]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [84]
[49]     0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::max_size() const [49]
                0.00    0.00      36/60          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [21]
                0.00    0.00      36/36          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [52]
-----------------------------------------------
                0.00    0.00      36/36          std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [53]
[50]     0.0    0.00    0.00      36         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [50]
                0.00    0.00      36/36          std::move_iterator<int*>::base() const [48]
-----------------------------------------------
                0.00    0.00      36/36          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [54]
[51]     0.0    0.00    0.00      36         std::move_iterator<int*>::move_iterator(int*) [51]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::max_size() const [49]
[52]     0.0    0.00    0.00      36         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [52]
                0.00    0.00      36/81          __gnu_cxx::new_allocator<int>::max_size() const [13]
-----------------------------------------------
                0.00    0.00      36/36          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [99]
[53]     0.0    0.00    0.00      36         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [53]
                0.00    0.00      36/36          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [50]
-----------------------------------------------
                0.00    0.00      36/36          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [98]
[54]     0.0    0.00    0.00      36         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [54]
                0.00    0.00      36/36          std::move_iterator<int*>::move_iterator(int*) [51]
-----------------------------------------------
                0.00    0.00      33/33          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [75]
[55]     0.0    0.00    0.00      33         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [55]
                0.00    0.00      33/42          std::vector<int, std::allocator<int> >::~vector() [44]
-----------------------------------------------
                0.00    0.00      14/32          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [111]
                0.00    0.00      18/32          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [87]
[56]     0.0    0.00    0.00      32         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [56]
-----------------------------------------------
                0.00    0.00      27/27          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
[57]     0.0    0.00    0.00      27         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [57]
                0.00    0.00      27/60          std::allocator<int>::allocator(std::allocator<int> const&) [22]
-----------------------------------------------
                0.00    0.00      27/27          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
[58]     0.0    0.00    0.00      27         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
                0.00    0.00      27/45          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
-----------------------------------------------
                0.00    0.00       3/27          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [171]
                0.00    0.00      24/27          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
[59]     0.0    0.00    0.00      27         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
                0.00    0.00      27/27          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [57]
                0.00    0.00      27/27          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
-----------------------------------------------
                0.00    0.00       9/27          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [122]
                0.00    0.00      18/27          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [84]
[60]     0.0    0.00    0.00      27         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [60]
-----------------------------------------------
                0.00    0.00      27/27          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [124]
[61]     0.0    0.00    0.00      27         void std::swap<int*>(int*&, int*&) [61]
                0.00    0.00      81/81          std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [16]
-----------------------------------------------
                0.00    0.00       3/26          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const [163]
                0.00    0.00       5/26          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [157]
                0.00    0.00      18/26          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [83]
[62]     0.0    0.00    0.00      26         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [62]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
[63]     0.0    0.00    0.00      24         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [63]
                0.00    0.00      24/24          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [67]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
[64]     0.0    0.00    0.00      24         std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [30]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
[65]     0.0    0.00    0.00      24         std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [30]
-----------------------------------------------
                0.00    0.00      24/24          int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [70]
[66]     0.0    0.00    0.00      24         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [66]
-----------------------------------------------
                0.00    0.00      24/24          __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [63]
[67]     0.0    0.00    0.00      24         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [67]
                0.00    0.00      24/60          std::allocator<int>::allocator(std::allocator<int> const&) [22]
-----------------------------------------------
                0.00    0.00      24/24          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
[68]     0.0    0.00    0.00      24         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
                0.00    0.00      24/24          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
-----------------------------------------------
                0.00    0.00       9/24          _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [119]
                0.00    0.00      15/24          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [109]
[69]     0.0    0.00    0.00      24         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
                0.00    0.00      24/60          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [21]
                0.00    0.00      24/225         std::vector<int, std::allocator<int> >::size() const [9]
                0.00    0.00      24/24          __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [63]
                0.00    0.00      24/69          std::allocator<int>::~allocator() [19]
                0.00    0.00      24/27          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
                0.00    0.00      24/114         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [11]
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00      24/24          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [73]
-----------------------------------------------
                0.00    0.00      24/24          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[70]     0.0    0.00    0.00      24         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [70]
                0.00    0.00      24/24          int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [66]
-----------------------------------------------
                0.00    0.00      24/24          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[71]     0.0    0.00    0.00      24         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
                0.00    0.00      48/48          std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [35]
                0.00    0.00      24/81          std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [15]
                0.00    0.00      24/24          int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [70]
-----------------------------------------------
                0.00    0.00      24/24          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [73]
[72]     0.0    0.00    0.00      24         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
                0.00    0.00      24/24          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [69]
[73]     0.0    0.00    0.00      24         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [73]
                0.00    0.00      24/24          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
-----------------------------------------------
                0.00    0.00      24/24          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
[74]     0.0    0.00    0.00      24         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
                0.00    0.00      48/48          std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [34]
